municipio_ibge;agencias;cod_ibge;postos
4207684;NA;420768;3
4207759;NA;420775;4
4207809;NA;420780;3
4207858;NA;420785;2
4208955;NA;420895;2
4209151;NA;420915;2
4209177;NA;420917;2
4209201;NA;420920;2
4209458;NA;420945;1
4209706;NA;420970;3
4209854;NA;420985;2
4210035;NA;421003;2
4210050;NA;421005;1
4210209;NA;421020;1
4210407;NA;421040;1
4210555;NA;421055;2
4210704;NA;421070;2
4210852;NA;421085;2
4211058;NA;421105;1
4211108;NA;421110;2
4211256;NA;421125;1
4211454;NA;421145;2
4211652;NA;421165;2
4211801;NA;421180;4
4211850;NA;421185;3
4211876;NA;421187;2
4211892;NA;421189;1
4212056;NA;421205;1
4212239;NA;421223;2
4212254;NA;421225;2
4212270;NA;421227;2
4212403;NA;421240;1
4212650;NA;421265;1
4213005;NA;421300;3
4213104;NA;421310;3
4213153;NA;421315;1
4213302;NA;421330;2
4213351;NA;421335;1
4213906;NA;421390;1
4214102;NA;421410;2
4214151;NA;421415;2
4214409;NA;421440;2
4214904;NA;421490;2
4215059;NA;421505;2
4215208;NA;421520;2
4215356;NA;421535;2
4215406;NA;421540;2
4215455;NA;421545;2
4215554;NA;421555;2
4215604;NA;421560;1
4215653;NA;421565;3
4215679;NA;421567;5
4215687;NA;421568;2
4215695;NA;421569;2
4215752;NA;421575;2
4215901;NA;421590;1
4216057;NA;421605;1
4216255;NA;421625;3
4216354;NA;421635;2
4217105;NA;421710;2
4217154;NA;421715;1
4217253;NA;421725;1
4217550;NA;421755;2
4217758;NA;421775;1
4217956;NA;421795;1
4218103;NA;421810;1
4218251;NA;421825;2
4218350;NA;421835;1
4218855;NA;421885;2
4218954;NA;421895;2
4219101;NA;421910;2
4219150;NA;421915;1
4219176;NA;421917;2
4219358;NA;421935;3
4219408;NA;421940;4
4219853;NA;421985;2
4220000;NA;422000;2
4300471;NA;430047;2
4300554;NA;430055;1
4300570;NA;430057;1
4300661;NA;430066;1
4300851;NA;430085;1
4300877;NA;430087;1
4301073;NA;430107;1
4301859;NA;430185;1
4301875;NA;430187;1
4301925;NA;430192;2
4302055;NA;430205;2
4302154;NA;430215;2
4302220;NA;430222;2
4302253;NA;430225;1
4302378;NA;430237;1
4302584;NA;430258;1
4302600;NA;430260;2
4302659;NA;430265;1
4303558;NA;430355;2
4304101;NA;430410;2
4304614;NA;430461;1
4304622;NA;430462;1
4304655;NA;430465;1
4304697;NA;430469;1
4304853;NA;430485;1
4304952;NA;430495;2
4305157;NA;430515;2
4305371;NA;430537;2
4305447;NA;430544;1
4305587;NA;430558;1
4305835;NA;430583;1
4305850;NA;430585;2
4305871;NA;430587;2
4305934;NA;430593;1
4305975;NA;430597;1
4306072;NA;430607;1
4306130;NA;430613;2
4306353;NA;430635;2
4306429;NA;430642;1
4306759;NA;430675;1
4306924;NA;430692;2
4307450;NA;430745;2
4307864;NA;430786;1
4308052;NA;430805;2
4308250;NA;430825;2
4308433;NA;430843;1
4308854;NA;430885;2
4309126;NA;430912;1
4309258;NA;430925;1
4309571;NA;430957;1
4310413;NA;431041;1
4310462;NA;431046;2
4310538;NA;431053;1
4310579;NA;431057;1
4310652;NA;431065;2
4310751;NA;431075;2
4310850;NA;431085;2
4310876;NA;431087;1
4311122;NA;431112;1
4311239;NA;431123;1
4311270;NA;431127;1
4311429;NA;431142;1
4311627;NA;431162;1
4311643;NA;431164;1
4312054;NA;431205;1
4312138;NA;431213;2
4312153;NA;431215;1
4312179;NA;431217;1
4312351;NA;431235;1
4312377;NA;431237;2
4312385;NA;431238;1
4312427;NA;431242;1
4312443;NA;431244;1
4312450;NA;431245;1
4312476;NA;431247;3
4312617;NA;431261;2
4312625;NA;431262;1
4312674;NA;431267;1
4312955;NA;431295;2
4313011;NA;431301;3
4313334;NA;431333;2
4313425;NA;431342;1
4313441;NA;431344;2
4313466;NA;431346;2
4313490;NA;431349;2
4314134;NA;431413;2
4314175;NA;431417;1
4314456;NA;431445;2
4314464;NA;431446;1
4314548;NA;431454;1
4314555;NA;431455;2
4314753;NA;431475;1
4314787;NA;431478;2
4315057;NA;431505;1
4315073;NA;431507;1
4315149;NA;431514;1
4315172;NA;431517;1
4315313;NA;431531;2
4315354;NA;431535;3
4315453;NA;431545;1
4315552;NA;431555;2
4315958;NA;431595;1
4316428;NA;431642;2
4316477;NA;431647;2
4316733;NA;431673;2
4317251;NA;431725;1
4317558;NA;431755;2
4317954;NA;431795;1
4318432;NA;431843;1
4318457;NA;431845;2
4318465;NA;431846;1
4318499;NA;431849;3
4318614;NA;431861;1
4319356;NA;431935;1
4319364;NA;431936;2
4319372;NA;431937;2
4319703;NA;431970;2
4319711;NA;431971;1
4319737;NA;431973;1
4320230;NA;432023;2
4320321;NA;432032;2
4320453;NA;432045;1
4320578;NA;432057;2
4320859;NA;432085;1
4321329;NA;432132;2
4321469;NA;432146;1
4321493;NA;432149;1
4321626;NA;432162;1
4322152;NA;432215;1
4322186;NA;432218;1
4322327;NA;432232;1
4322343;NA;432234;2
4322350;NA;432235;1
4322376;NA;432237;1
4322558;NA;432255;1
4322855;NA;432285;1
4323358;NA;432335;1
4323507;NA;432350;2
4323606;NA;432360;1
4323705;NA;432370;1
4323754;NA;432375;2
4323770;NA;432377;1
5000252;NA;500025;2
5000856;NA;500085;1
5002159;NA;500215;1
5002803;NA;500280;1
5003108;NA;500310;1
5003157;NA;500315;1
5003488;NA;500348;1
5003900;NA;500390;2
5004809;NA;500480;1
5005103;NA;500510;1
5005152;NA;500515;1
5006259;NA;500625;1
5006275;NA;500627;2
5006358;NA;500635;1
5007307;NA;500730;1
5007505;NA;500750;1
5007554;NA;500755;1
5007802;NA;500780;2
5007950;NA;500795;1
5007976;NA;500797;1
5008404;NA;500840;1
5100102;NA;510010;1
5100359;NA;510035;2
5100508;NA;510050;1
5100805;NA;510080;3
5101605;NA;510160;1
5101852;NA;510185;2
5102793;NA;510279;2
5102850;NA;510285;2
5103106;NA;510310;2
5103254;NA;510325;4
5103361;NA;510336;1
5103379;NA;510337;4
5103437;NA;510343;1
5103452;NA;510345;2
5103601;NA;510360;3
5103809;NA;510380;2
5103908;NA;510390;1
5103957;NA;510395;1
5104500;NA;510450;2
5104542;NA;510454;2
5104906;NA;510490;1
5105234;NA;510523;1
5105580;NA;510558;2
5105903;NA;510590;2
5106000;NA;510600;1
5106109;NA;510610;1
5106158;NA;510615;3
5106174;NA;510617;1
5106182;NA;510618;2
5106190;NA;510619;2
5106208;NA;510620;2
5106265;NA;510626;2
5106273;NA;510627;2
5106455;NA;510645;1
5106653;NA;510665;1
5106828;NA;510682;1
5106851;NA;510685;1
5107156;NA;510715;1
5107198;NA;510719;1
5107248;NA;510724;2
5107263;NA;510726;1
5107297;NA;510729;1
5107354;NA;510735;1
5107404;NA;510740;1
5107578;NA;510757;1
5107743;NA;510774;1
5107750;NA;510775;2
5107768;NA;510776;2
5107776;NA;510777;1
5107792;NA;510779;2
5108105;NA;510810;1
5108303;NA;510830;2
5108352;NA;510835;1
5108808;NA;510880;2
5108857;NA;510885;2
5108907;NA;510890;3
5200050;NA;520005;1
5200175;NA;520017;1
5200209;NA;520020;1
5201454;NA;520145;1
5201504;NA;520150;1
5201603;NA;520160;1
5202353;NA;520235;1
5203559;NA;520355;1
5204854;NA;520485;1
5204953;NA;520495;1
5205000;NA;520500;1
5205455;NA;520545;1
5206305;NA;520630;1
5206503;NA;520650;1
5206909;NA;520690;1
5207352;NA;520735;1
5207535;NA;520753;1
5208152;NA;520815;1
5209150;NA;520915;1
5209804;NA;520980;1
5209903;NA;520990;1
5210802;NA;521080;1
5211602;NA;521160;2
5212600;NA;521260;1
5212709;NA;521270;1
5212907;NA;521290;1
5213707;NA;521370;2
5214804;NA;521480;1
5214861;NA;521486;1
5215256;NA;521525;1
5215405;NA;521540;1
5215652;NA;521565;1
5215900;NA;521590;1
5216007;NA;521600;1
5216452;NA;521645;1
5218052;NA;521805;1
5218102;NA;521810;1
5218789;NA;521878;1
5219258;NA;521925;1
5219506;NA;521950;1
5219712;NA;521971;1
5220058;NA;522005;1
5220157;NA;522015;1
5220264;NA;522026;1
5221007;NA;522100;1
5221197;NA;522119;1
5221502;NA;522150;1
5221809;NA;522180;1
5221908;NA;522190;1
